bus,tech,gid,year,level,latitude,longitude,area,baskv,bus_name,ord,isbb,isei,islf,ispoi,iso
111204,Solar,582,2051,82.14768457,41.5636900110001,-70.611486433,101,115.0,FALMOUTH 115,6,0,0.0,0,1,ISONE
113001,Wind,919,2051,54.0,42.684077683,-72.9498932499999,101,230.0,BEAR SWAMP,6,0,0.0,0,0,ISONE
113263,Wind,920,2051,54.0,42.12861756,-71.9971334249999,101,345.0,CARPENTER HL,6,0,0.0,0,0,ISONE
114476,Solar,585,2051,83.03154961,42.505261779,-71.0416548699999,101,345.0,WAKEFLD JCT,6,0,0.0,0,0,ISONE
114733,Solar,586,2051,1513.8720597,42.109092,-71.451485,101,345.0,BELLINGHM 03,6,0,0.0,0,0,ISONE
114734,Solar,587,2046,214.416291795,41.7125,-71.193889,101,345.0,BRAYTN POINT,6,0,0.0,0,1,ISONE
114734,Solar,587,2051,214.416291795,41.7125,-71.193889,101,345.0,BRAYTN POINT,6,0,0.0,0,1,ISONE
116009,Wind,921,2051,150.0,42.611172898,-72.4684024839999,101,345.0,NORTHFLD MT,6,0,0.0,0,0,ISONE
116023,Wind,922,2036,72.0,42.46867946,-73.0936077679999,101,345.0,BERKSHIRE,6,0,0.0,0,0,ISONE
116023,Wind,922,2041,72.0,42.46867946,-73.0936077679999,101,345.0,BERKSHIRE,6,0,0.0,0,0,ISONE
116023,Wind,922,2046,72.0,42.46867946,-73.0936077679999,101,345.0,BERKSHIRE,6,0,0.0,0,0,ISONE
116023,Wind,922,2051,72.0,42.46867946,-73.0936077679999,101,345.0,BERKSHIRE,6,0,0.0,0,0,ISONE
116081,Solar,589,2046,44.45308872,42.09071,-72.63486,101,345.0,AGAWAM,6,0,0.0,0,0,ISONE
116081,Solar,589,2051,44.45308872,42.09071,-72.63486,101,345.0,AGAWAM,6,0,0.0,0,0,ISONE
119077,Solar,590,2051,145.836007,41.770211673,-72.5575565909999,101,345.0,MANCHESTER,6,0,0.0,0,0,ISONE
119180,Wind,923,2046,102.0,41.4288787858345,-72.1039268580484,101,345.0,MONTVILE_364,6,0,0.0,0,1,ISONE
119180,Wind,923,2051,102.0,41.4288787858345,-72.1039268580484,101,345.0,MONTVILE_364,6,0,0.0,0,1,ISONE
125001,Solar,593,2041,373.8398695,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125001,Solar,593,2046,373.8398695,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125001,Solar,593,2051,373.8398695,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125001,Wind,924,2036,48.0,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125001,Wind,924,2041,48.0,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125001,Wind,924,2046,48.0,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125001,Wind,924,2051,48.0,41.467688,-74.196913,7,345.0,ROCK TAV,6,0,0.0,0,0,NYISO
125080,Solar,594,2051,304.2599203,41.5722426299099,-73.974910324361,7,115.0,DANSK-N,6,0,0.0,0,0,NYISO
126181,Solar,595,2041,483.6496711,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO
126181,Solar,595,2046,483.6496711,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO
126181,Solar,595,2051,483.6496711,41.93669,-74.04765,7,345.0,SV2,6,0,0.0,0,0,NYISO
126261,Solar,596,2041,62.32118643,41.2044,-73.9689,7,345.0,BOWLINE2,6,0,0.0,0,0,NYISO
126261,Solar,596,2046,62.32118643,41.2044,-73.9689,7,345.0,BOWLINE2,6,0,0.0,0,0,NYISO
126261,Solar,596,2051,62.32118643,41.2044,-73.9689,7,345.0,BOWLINE2,6,0,0.0,0,0,NYISO
126263,Solar,597,2036,58.55472202,41.264514392,-73.9472386389999,8,345.0,BUCHANAN S,6,0,0.0,0,0,NYISO
126263,Solar,597,2041,58.55472202,41.264514392,-73.9472386389999,8,345.0,BUCHANAN S,6,0,0.0,0,0,NYISO
