scen,bus,tech,gid,year,level,marginal,latitude,longitude,area,baskv,bus_name,ord,isbb,isei,islf,ispoi,iso
1,106012,GasST,305,2031,15.75,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,GasST,305,2036,15.75,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,GasST,305,2041,15.75,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,GasST,305,2046,15.75,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,GasST,305,2051,15.75,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,Hydro,366,2031,143.46,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,Hydro,366,2036,143.46,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,Hydro,366,2041,143.46,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,Hydro,366,2046,143.46,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,Hydro,366,2051,143.46,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106012,Solar,573,2051,747.3047344,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD1,6,0,0.0,0,0,ISONE
1,106013,CC,22,2031,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD2,6,0,0.0,0,0,ISONE
1,106013,CC,22,2036,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD2,6,0,0.0,0,0,ISONE
1,106013,CC,22,2041,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD2,6,0,0.0,0,0,ISONE
1,106013,CC,22,2046,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD2,6,0,0.0,0,0,ISONE
1,106013,CC,22,2051,255.0,0.0,42.8739,-71.43917,101,230.0,N.LITCHFLD2,6,0,0.0,0,0,ISONE
1,107010,Hydro,367,2031,39.06,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
1,107010,Hydro,367,2036,39.06,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
1,107010,Hydro,367,2041,39.06,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
1,107010,Hydro,367,2046,39.06,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
1,107010,Hydro,367,2051,39.06,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
1,107010,Solar,574,2051,1195.966719836,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
1,107010,Wind,915,2051,1212.0,0.0,43.429089741,-72.6604433549999,101,345.0,COOLIDGE,6,0,0.0,0,0,ISONE
