scen,from,to,lid,year,level,bus,latitude_i,longitude_i,area_i,baskv_i,bus_name_i,ord_i,isbb_i,isei_i,islf_i,ispoi_i,iso_i,latitude_j,longitude_j,area_j,baskv_j,bus_name_j,ord_j,isbb_j,isei_j,islf_j,ispoi_j,iso_j
1,1003,100088,2678,2051,1212.725008297558,1003,43.7499809,-70.1558533,0,,,4,0,0.0,1,0,OUT,43.75118,-70.15541,101,345.0,YARMOUTH,6,0,0.0,0,1,ISONE
1,1004,100098,2679,2051,1480.0771741235712,1004,43.3464127,-70.4530411,0,,,4,0,0.0,1,0,OUT,43.39694,-70.617393,101,345.0,MAGUIRE ROAD,6,0,0.0,0,1,ISONE
1,1008,114417,2682,2041,400.6404247079094,1008,42.5260658,-70.8751373,0,,,4,0,0.0,1,0,OUT,42.52549,-70.8782,101,115.0,SALEM HARBOR,6,0,0.0,0,1,ISONE
1,1008,114417,2682,2046,400.6404247079094,1008,42.5260658,-70.8751373,0,,,4,0,0.0,1,0,OUT,42.52549,-70.8782,101,115.0,SALEM HARBOR,6,0,0.0,0,1,ISONE
1,1008,114417,2682,2051,400.6404247079094,1008,42.5260658,-70.8751373,0,,,4,0,0.0,1,0,OUT,42.52549,-70.8782,101,115.0,SALEM HARBOR,6,0,0.0,0,1,ISONE
1,1009,110759,2683,2036,5627.587051273561,1009,42.3930435,-71.0692978,0,,,4,0,0.0,1,0,OUT,42.3930301,-71.0680475,101,345.0,MYSTIC MA,6,0,0.0,0,1,ISONE
1,1009,110759,2683,2041,6487.961884616063,1009,42.3930435,-71.0692978,0,,,4,0,0.0,1,0,OUT,42.3930301,-71.0680475,101,345.0,MYSTIC MA,6,0,0.0,0,1,ISONE
1,1009,110759,2683,2046,6487.961884616063,1009,42.3930435,-71.0692978,0,,,4,0,0.0,1,0,OUT,42.3930301,-71.0680475,101,345.0,MYSTIC MA,6,0,0.0,0,1,ISONE
1,1009,110759,2683,2051,6487.961884616063,1009,42.3930435,-71.0692978,0,,,4,0,0.0,1,0,OUT,42.3930301,-71.0680475,101,345.0,MYSTIC MA,6,0,0.0,0,1,ISONE
1,1011,111809,2684,2031,1617.715636256301,1011,42.3400726,-71.0394592,0,,,4,0,0.0,1,0,OUT,42.3395896,-71.0387257,101,345.0,K STREET 3_R,6,0,0.0,0,1,ISONE
1,1011,111809,2684,2036,1617.715636256301,1011,42.3400726,-71.0394592,0,,,4,0,0.0,1,0,OUT,42.3395896,-71.0387257,101,345.0,K STREET 3_R,6,0,0.0,0,1,ISONE
1,1011,111809,2684,2041,2593.6492413129336,1011,42.3400726,-71.0394592,0,,,4,0,0.0,1,0,OUT,42.3395896,-71.0387257,101,345.0,K STREET 3_R,6,0,0.0,0,1,ISONE
1,1011,111809,2684,2046,10104.017372578257,1011,42.3400726,-71.0394592,0,,,4,0,0.0,1,0,OUT,42.3395896,-71.0387257,101,345.0,K STREET 3_R,6,0,0.0,0,1,ISONE
1,1011,111809,2684,2051,12091.049174574586,1011,42.3400726,-71.0394592,0,,,4,0,0.0,1,0,OUT,42.3395896,-71.0387257,101,345.0,K STREET 3_R,6,0,0.0,0,1,ISONE
1,1012,110783,2685,2041,2260.6559530465543,1012,41.9441037,-70.5781165,0,,,4,0,0.0,1,0,OUT,41.943306,-70.579611,101,345.0,PILGRIM,6,0,0.0,0,1,ISONE
1,1012,110783,2685,2046,2260.6559530465543,1012,41.9441037,-70.5781165,0,,,4,0,0.0,1,0,OUT,41.943306,-70.579611,101,345.0,PILGRIM,6,0,0.0,0,1,ISONE
1,1012,110783,2685,2051,2260.6559530465543,1012,41.9441037,-70.5781165,0,,,4,0,0.0,1,0,OUT,41.943306,-70.579611,101,345.0,PILGRIM,6,0,0.0,0,1,ISONE
1,1013,111193,2686,2036,804.432802460989,1013,41.7712364,-70.511795,0,,,4,0,0.0,1,0,OUT,41.7694,-70.5097,101,345.0,CANAL,6,0,0.0,0,1,ISONE
1,1013,111193,2686,2041,804.432802460989,1013,41.7712364,-70.511795,0,,,4,0,0.0,1,0,OUT,41.7694,-70.5097,101,345.0,CANAL,6,0,0.0,0,1,ISONE
1,1013,111193,2686,2046,804.432802460989,1013,41.7712364,-70.511795,0,,,4,0,0.0,1,0,OUT,41.7694,-70.5097,101,345.0,CANAL,6,0,0.0,0,1,ISONE
1,1013,111193,2686,2051,804.432802460989,1013,41.7712364,-70.511795,0,,,4,0,0.0,1,0,OUT,41.7694,-70.5097,101,345.0,CANAL,6,0,0.0,0,1,ISONE
1,1015,1016,2772,2036,804.432802460989,1015,41.7102051,-70.294426,0,,,4,0,0.0,1,0,OUT,41.6518517,-70.2752991,0,,,4,0,0.0,1,0,OUT
1,1015,1016,2772,2041,804.432802460989,1015,41.7102051,-70.294426,0,,,4,0,0.0,1,0,OUT,41.6518517,-70.2752991,0,,,4,0,0.0,1,0,OUT
1,1015,1016,2772,2046,804.432802460989,1015,41.7102051,-70.294426,0,,,4,0,0.0,1,0,OUT,41.6518517,-70.2752991,0,,,4,0,0.0,1,0,OUT
